,original_text,template,mutated_text,coherence,comment
324,"aaaaaaw A. is back from Guatemala & lt;3 Yay, we missed her so much","<name> is back from Guatemala & lt;3 Yay, we missed her so much","Narkis is back from Guatemala & lt;3 Yay, we missed her so much",,
325,"This film could cure sleep disorders, that s how bad it is. The story dragged, and the bad guy is not that scary. You will not even see this one on TBS reruns. This film made me wonder about Chuck film choices. He work on a real dog with this one.","This film could cure sleep disorders, that s how bad it is. The story dragged, and the bad guy is not that scary. You will not even see this one on TBS reruns. This film made me wonder about <name> film choices. He work on a real dog with this one.","This film could cure sleep disorders, that s how bad it is. The story dragged, and the bad guy is not that scary. You will not even see this one on TBS reruns. This film made me wonder about Matevz film choices. He work on a real dog with this one.",,
326,"I was really looking forward to this movie but sadly it didn't live up to expectation. A good movie has the audience identifying/ empathising/ sympathising with the main actor. Unfortunately this was very hard to do with Samantha Morton. The storyline seemed very disjointed and didn't flow as it should/ could have done. Keifer Sutherland appeared to be little more than window dressing and made me wonder why he agreed to play what appeared to be a bit part. Beautiful scenery and the acting of Tem Morrison and Cliff Curtis was about the only plus. Maybe by being a kiwi I set the bar higher for locally made films. Maybe the change of director/ supposedly hard to work with main actor has biased my opinion. Maybe I'm just trying to make excuses for a movie which could have been great. A lot of maybes which still does not explain why this movie just lacked anything special. It could have been great, it wasn't.","I was really looking forward to this movie but sadly it didn't live up to expectation. A good movie has the audience identifying/ empathising/ sympathising with the main actor. Unfortunately this was very hard to do with Samantha Morton. The storyline seemed very disjointed and didn't flow as it should/ could have done. <name> appeared to be little more than window dressing and made me wonder why he agreed to play what appeared to be a bit part. Beautiful scenery and the acting of Tem Morrison and Cliff Curtis was about the only plus. Maybe by being a kiwi I set the bar higher for locally made films. Maybe the change of director/ supposedly hard to work with main actor has biased my opinion. Maybe I'm just trying to make excuses for a movie which could have been great. A lot of maybes which still does not explain why this movie just lacked anything special. It could have been great, it wasn't.","I was really looking forward to this movie but sadly it didn't live up to expectation. A good movie has the audience identifying/ empathising/ sympathising with the main actor. Unfortunately this was very hard to do with Samantha Morton. The storyline seemed very disjointed and didn't flow as it should/ could have done. Vide appeared to be little more than window dressing and made me wonder why he agreed to play what appeared to be a bit part. Beautiful scenery and the acting of Tem Morrison and Cliff Curtis was about the only plus. Maybe by being a kiwi I set the bar higher for locally made films. Maybe the change of director/ supposedly hard to work with main actor has biased my opinion. Maybe I'm just trying to make excuses for a movie which could have been great. A lot of maybes which still does not explain why this movie just lacked anything special. It could have been great, it wasn't.",,
327,"In the spirit of the Great Space Coaster, but a few years earlier. Hot Fudge was one of the psychedelic kid's shows that I grew up on. Seymour was a big, fuzzy, green puppet, with a crescent smile of enormous teeth which nearly split his head, I recall him wearing a variety of Elton Johntype shades. He "" played "" piano, and had a Jesus looking dude in a white tux, sitting next to him. They would have a moral discussion and then do a song about it. Don't remember much else except the opening theme, Seymour and the Hippie. No one else I know remembers it at all. I grew up in Jersey, so if it was produced in Detroit as a previous post said, it wasn't just local. Seymour reminded me a lot of Sherlock the Squirrel from the Magic Garden ( another psychedelic kids show if there ever was one.) People always talk about LSD's effects of music and movies of the 70s, but it seems kid's show writers got a dose as well.","In the spirit of the Great Space Coaster, but a few years earlier. Hot Fudge was one of the psychedelic kid's shows that I grew up on. <name> was a big, fuzzy, green puppet, with a crescent smile of enormous teeth which nearly split his head, I recall him wearing a variety of Elton Johntype shades. He "" played "" piano, and had a <name> looking dude in a white tux, sitting next to him . They would have a moral discussion and then do a song about it. Don't remember much else except the opening theme, <name> and the Hippie. No one else I know remembers it at all. I grew up in Jersey, so if it was produced in Detroit as a previous post said, it wasn't just local. <name> reminded me a lot of Sherlock the Squirrel from the Magic Garden ( another psychedelic kids show if there ever was one.) People always talk about LSD's effects of music and movies of the 70s, but it seems kid's show writers got a dose as well.","In the spirit of the Great Space Coaster, but a few years earlier. Hot Fudge was one of the psychedelic kid's shows that I grew up on. Airiz was a big, fuzzy, green puppet, with a crescent smile of enormous teeth which nearly split his head, I recall him wearing a variety of Elton Johntype shades. He "" played "" piano, and had a Airiz looking dude in a white tux, sitting next to him . They would have a moral discussion and then do a song about it. Don't remember much else except the opening theme, Airiz and the Hippie. No one else I know remembers it at all. I grew up in Jersey, so if it was produced in Detroit as a previous post said, it wasn't just local. Airiz reminded me a lot of Sherlock the Squirrel from the Magic Garden ( another psychedelic kids show if there ever was one.) People always talk about LSD's effects of music and movies of the 70s, but it seems kid's show writers got a dose as well.",,
328,@foxy_james I knowwww    they should totally just get diana on and she'll make it juuuuuuust right ;) x,@foxy_james I knowwww they should totally just get <name> on and she 'll make it juuuuuuust right ;) x,@foxy_james I knowwww they should totally just get Jodilee on and she 'll make it juuuuuuust right ;) x,,
329,I m in love with the guy that does the One Million by Paco Rabane ad ... he is dreamy   http://bit.ly/MLEJJ,I m in love with the guy that does the One Million by <name> ad ... he is dreamy http://bit.ly/MLEJJ,I m in love with the guy that does the One Million by Kotsos ad ... he is dreamy http://bit.ly/MLEJJ,,
330,"So many bad reviewers, it made me wonder, what people are thinking while watching a simple flick made by a quite bad director??? Did you all expected a superhit flawless movie?? No way, you already can see, Raj Kumar Kohli loves multistarrer movies ... All of his earlier works where multistarrers, but no one was flawless. Take the first Jaani Dushman for instance, so many flaws, but still good fun. Anyways sticking to the movie, the movie Jaani Dushman is a Hindi fantasy film about a snake, who can take any form ( Armaan ( Munish) Kohli) which takes revenge for the suicide of its lover ( Manisha Koirala) on the people who caused it. Its quite good, with a great starcast. But i think it could have been much much better. For instance, take the script, can't say its flawless. For example Take the ages: Do 4048 yrs old still study in university?? There are many many more, i won't list more, but there are dozen more. A solid 5.5 is good for this one.** .75","So many bad reviewers, it made me wonder, what people are thinking while watching a simple flick made by a quite bad director??? Did you all expected a superhit flawless movie?? No way, you already can see, <name> loves multistarrer movies ... All of his earlier works where multistarrers, but no one was flawless. Take the first Jaani Dushman for instance, so many flaws, but still good fun. Anyways sticking to the movie, the movie Jaani Dushman is a Hindi fantasy film about a snake, who can take any form ( Armaan ( Munish) Kohli) which takes revenge for the suicide of its lover ( Manisha Koirala) on the people who caused it. Its quite good, with a great starcast. But i think it could have been much much better. For instance, take the script, can't say its flawless. For example Take the ages: Do 4048 yrs old still study in university?? There are many many more, i won't list more, but there are dozen more. A solid 5.5 is good for this one.** .75","So many bad reviewers, it made me wonder, what people are thinking while watching a simple flick made by a quite bad director??? Did you all expected a superhit flawless movie?? No way, you already can see, Eldridge loves multistarrer movies ... All of his earlier works where multistarrers, but no one was flawless. Take the first Jaani Dushman for instance, so many flaws, but still good fun. Anyways sticking to the movie, the movie Jaani Dushman is a Hindi fantasy film about a snake, who can take any form ( Armaan ( Munish) Kohli) which takes revenge for the suicide of its lover ( Manisha Koirala) on the people who caused it. Its quite good, with a great starcast. But i think it could have been much much better. For instance, take the script, can't say its flawless. For example Take the ages: Do 4048 yrs old still study in university?? There are many many more, i won't list more, but there are dozen more. A solid 5.5 is good for this one.** .75",,
331,@laura_lacrosse i bet stupid harry will beat dougie   he's a mean bitch,@laura_lacrosse i bet stupid <name> will beat dougie he 's a mean bitch,@laura_lacrosse i bet stupid Lenci will beat dougie he 's a mean bitch,,
332,"I expected so much more than what I received from watching this movie. It is not that I object to literary license, ( if that is what it should be called) especially when there is no overt attempt to say "" based on a true story. "" But this movie is about Beethoven -- a real historical person who is so widely known and so deeply embedded into our musical experiences and I expected the movie to be true to history at least in the primary elements. This movie took such great exception from the historic record it could only disappoint. My assumption ( because I had not researched the movie at all) was that it was true. Half way through, I stopped the movie to look it up on IMDb. The rest of the movie was a remarkably different experience. I was relieved that this was not accurate with history because it was so hard to believe a major portion of the story. To enjoy this movie, I was required to recognize it as a fantasy, a "" what if it was like this "" story. The movie lacked this honest disclaimer. What disappointed me most was the fictionalized conducting of the 9th symphony. The very concept portrayed in the film stretched my imagination to the point of incredulity. I ended up doubting anything was true to history other than Ludwig van Beethoven and his relationship with Karl van Beethoven. I really enjoyed the performance of Ed Harrisan exceptional actor who knows how to play a role and keep himself out of it and that was about it and for that I give it a 3/10. Those who portend that this movie is as good as or better than Amadeus have not a clue about either either composers life and are looking only for what this movie really is, for in the end it was a cheap novel of a storypulp fiction.","I expected so much more than what I received from watching this movie. It is not that I object to literary license, ( if that is what it should be called) especially when there is no overt attempt to say "" based on a true story. "" But this movie is about Beethoven -- a real historical person who is so widely known and so deeply embedded into our musical experiences and I expected the movie to be true to history at least in the primary elements. This movie took such great exception from the historic record it could only disappoint. My assumption ( because I had not researched the movie at all) was that it was true. Half way through, I stopped the movie to look it up on IMDb. The rest of the movie was a remarkably different experience. I was relieved that this was not accurate with history because it was so hard to believe a major portion of the story. To enjoy this movie, I was required to recognize it as a fantasy, a "" what if it was like this "" story. The movie lacked this honest disclaimer. What disappointed me most was the fictionalized conducting of the 9th symphony. The very concept portrayed in the film stretched my imagination to the point of incredulity. I ended up doubting anything was true to history other than <name> and his relationship with Karl van Beethoven. I really enjoyed the performance of Ed Harrisan exceptional actor who knows how to play a role and keep himself out of it and that was about it and for that I give it a 3/10. Those who portend that this movie is as good as or better than Amadeus have not a clue about either either composers life and are looking only for what this movie really is, for in the end it was a cheap novel of a storypulp fiction.","I expected so much more than what I received from watching this movie. It is not that I object to literary license, ( if that is what it should be called) especially when there is no overt attempt to say "" based on a true story. "" But this movie is about Beethoven -- a real historical person who is so widely known and so deeply embedded into our musical experiences and I expected the movie to be true to history at least in the primary elements. This movie took such great exception from the historic record it could only disappoint. My assumption ( because I had not researched the movie at all) was that it was true. Half way through, I stopped the movie to look it up on IMDb. The rest of the movie was a remarkably different experience. I was relieved that this was not accurate with history because it was so hard to believe a major portion of the story. To enjoy this movie, I was required to recognize it as a fantasy, a "" what if it was like this "" story. The movie lacked this honest disclaimer. What disappointed me most was the fictionalized conducting of the 9th symphony. The very concept portrayed in the film stretched my imagination to the point of incredulity. I ended up doubting anything was true to history other than Lenci and his relationship with Karl van Beethoven. I really enjoyed the performance of Ed Harrisan exceptional actor who knows how to play a role and keep himself out of it and that was about it and for that I give it a 3/10. Those who portend that this movie is as good as or better than Amadeus have not a clue about either either composers life and are looking only for what this movie really is, for in the end it was a cheap novel of a storypulp fiction.",,
333,"This was painful. I made myself watch it until the end, even though I had absolutely no interest in the plot, if there was one. My patience was not rewarded. The ending was even worse than the rest of the film. Chucky walks into the hospital with a priest and his concubine says "" I do "". How vile can one movie be?","This was painful. I made myself watch it until the end, even though I had absolutely no interest in the plot, if there was one. My patience was not rewarded. The ending was even worse than the rest of the film. <name> walks into the hospital with a priest and his concubine says "" I do "". How vile can one movie be?","This was painful. I made myself watch it until the end, even though I had absolutely no interest in the plot, if there was one. My patience was not rewarded. The ending was even worse than the rest of the film. Matevz walks into the hospital with a priest and his concubine says "" I do "". How vile can one movie be?",,
334,"@petewentz pete! you are awesome, dude, i love F.O.B, and kisses to Ashlee, she's so beautiful and to your baby, hope you're fine   xoxo","@petewentz pete! you are awesome, dude, i love <name> , and kisses to Ashlee, she 's so beautiful and to your baby, hope you're fine xoxo","@petewentz pete! you are awesome, dude, i love Polonca , and kisses to Ashlee, she 's so beautiful and to your baby, hope you're fine xoxo",,
335,"If it had been made 2 years later it would have been BANNED! The number one MUST SEE recommendation of the day!. The best Rouben Mamoulian film I have seen this far ( have but have not yet seen J+H). There's no wonder why this film got less than 200 votes. A bigger greyzone that could not care less about what's proper would not be seen again until the 60's. As morally ambiguous and dark as 70's grit but with a certain charm as well. Of course this had to lay low in the later 30's and sadly it does not appear to have been rediscovered. Seriously. This got it all. Great actors: Gary Cooper, Sylvia Sidney and the this time not so lovable Guy Kibbee. And a mighty good director. This far I haven't been RM's biggest fans but I have liked his films a lot and with this he steps into a new league. One of the best 30's films I have ever seen! This is something I never thought even existed! 9.5/10","If it had been made 2 years later it would have been BANNED! The number one MUST SEE recommendation of the day!. The best Rouben Mamoulian film I have seen this far ( have but have not yet seen J+H). There's no wonder why this film got less than 200 votes. A bigger greyzone that could not care less about what's proper would not be seen again until the 60's. As morally ambiguous and dark as 70's grit but with a certain charm as well. Of course this had to lay low in the later 30's and sadly it does not appear to have been rediscovered. Seriously. This got it all. Great actors: Gary Cooper, Sylvia Sidney and the this time not so lovable <name> . And a mighty good director. This far I haven't been RM's biggest fans but I have liked his films a lot and with this he steps into a new league. One of the best 30's films I have ever seen! This is something I never thought even existed! 9.5/10","If it had been made 2 years later it would have been BANNED! The number one MUST SEE recommendation of the day!. The best Rouben Mamoulian film I have seen this far ( have but have not yet seen J+H). There's no wonder why this film got less than 200 votes. A bigger greyzone that could not care less about what's proper would not be seen again until the 60's. As morally ambiguous and dark as 70's grit but with a certain charm as well. Of course this had to lay low in the later 30's and sadly it does not appear to have been rediscovered. Seriously. This got it all. Great actors: Gary Cooper, Sylvia Sidney and the this time not so lovable Tsahi . And a mighty good director. This far I haven't been RM's biggest fans but I have liked his films a lot and with this he steps into a new league. One of the best 30's films I have ever seen! This is something I never thought even existed! 9.5/10",,
336,"I saw this film on TV in the UK some 25 years ago and it has resonated with me ever since. My interest has recently been rekindled by visiting Hilton Headthe next island over from "" Yamacraw "" ( Daufuskie actually), and reading Pat Conroy's excellent "" The Water is Wide "". With the benefit of knowledge I have reappraised Conrack and consider it a masterpiece. Jon Voight captures the spirit of Conroy and the atmosphere of the film brings the book to life with some accuracya Hollywood rarity.   Three things still strike me about this tale: 1. The issues of educating the poor and disenfranchised and being inclusive remain the same. 2. Education is about more than reading and writing. 3 .. These kids were my peers, I was 6 in 1969 when Pat Conroy spent his year on Daufuskie. Why this has not made it on to DVD yet?","I saw this film on TV in the UK some 25 years ago and it has resonated with me ever since. My interest has recently been rekindled by visiting Hilton Headthe next island over from "" Yamacraw "" ( Daufuskie actually), and reading Pat Conroy's excellent "" The Water is Wide "". With the benefit of knowledge I have reappraised Conrack and consider it a masterpiece. Jon Voight captures the spirit of <name> and the atmosphere of the film brings the book to life with some accuracya Hollywood rarity. Three things still strike me about this tale: 1. The issues of educating the poor and disenfranchised and being inclusive remain the same. 2. Education is about more than reading and writing. 3 .. These kids were my peers, I was 6 in 1969 when <name> spent his year on Daufuskie. Why this has not made it on to DVD yet?","I saw this film on TV in the UK some 25 years ago and it has resonated with me ever since. My interest has recently been rekindled by visiting Hilton Headthe next island over from "" Yamacraw "" ( Daufuskie actually), and reading Pat Conroy's excellent "" The Water is Wide "". With the benefit of knowledge I have reappraised Conrack and consider it a masterpiece. Jon Voight captures the spirit of Kauko and the atmosphere of the film brings the book to life with some accuracya Hollywood rarity. Three things still strike me about this tale: 1. The issues of educating the poor and disenfranchised and being inclusive remain the same. 2. Education is about more than reading and writing. 3 .. These kids were my peers, I was 6 in 1969 when Kauko spent his year on Daufuskie. Why this has not made it on to DVD yet?",,
337,@jordanknight And Cassie ( right) said you were teasing her about not knowing if we had first row    hahaha!!! ....,@jordanknight And <name> ( right) said you were teasing her about not knowing if we had first row hahaha!!! ....,@jordanknight And Humaila ( right) said you were teasing her about not knowing if we had first row hahaha!!! ....,,
338,"@tommcfly Please Tom, answer to a crazy fan that is killing to have just a & quot;hi&quot; from his idols","@tommcfly Please <name> , answer to a crazy fan that is killing to have just a & quot;hi&quot; from his idols","@tommcfly Please Airiz , answer to a crazy fan that is killing to have just a & quot;hi&quot; from his idols",,
339,"This is standard fare from a director who as long been amongst my favourites. Even though its very flat in comparison to a lot of his other work but its Argento and this may be biased but I'm gon na be giving it a good review anyway. It does contain a lot of good ideas. The subtle voyeuristic element. The needles under the eyes. The gory and disturbing deaths. And the Argento clich flashback. Downsides include the heavy metal soundtrack, acting and the ending. All the film is made worth it for the birds in the theatre sequence near the end. A fairly good film from Argento but he as done better. A lot better!","This is standard fare from a director who as long been amongst my favourites. Even though its very flat in comparison to a lot of his other work but its <name> and this may be biased but I'm gon na be giving it a good review anyway. It does contain a lot of good ideas. The subtle voyeuristic element. The needles under the eyes. The gory and disturbing deaths. And the <name> clich flashback. Downsides include the heavy metal soundtrack, acting and the ending. All the film is made worth it for the birds in the theatre sequence near the end. A fairly good film from <name> but he as done better. A lot better!","This is standard fare from a director who as long been amongst my favourites. Even though its very flat in comparison to a lot of his other work but its Airiz and this may be biased but I'm gon na be giving it a good review anyway. It does contain a lot of good ideas. The subtle voyeuristic element. The needles under the eyes. The gory and disturbing deaths. And the Airiz clich flashback. Downsides include the heavy metal soundtrack, acting and the ending. All the film is made worth it for the birds in the theatre sequence near the end. A fairly good film from Airiz but he as done better. A lot better!",,
340,"I saw this movie and was bored out of my mind! I am a fan of Peanuts, but I can't understand why Charles Schultz let this disaster be made! Spoilers ahead. I can't believe Snoopy would let his friends sleep on the ground outside in a dangerous situation and go out to a bar and swig a few cold ones without standing watch! The story was complete nonsense, even for comic strip characters. It takes them toooo long to get to France, plus once they get to France I had a feeling that the writer ( I still can't believe it was Schultz) didn't know what to do once they got there. Peanuts is best made in 30 minute episodes, not 80 minute movies. Go home Charlie Brown, you are at your best there.","I saw this movie and was bored out of my mind! I am a fan of Peanuts, but I can't understand why <name> let this disaster be made! Spoilers ahead. I can't believe Snoopy would let his friends sleep on the ground outside in a dangerous situation and go out to a bar and swig a few cold ones without standing watch! The story was complete nonsense, even for comic strip characters. It takes them toooo long to get to France, plus once they get to France I had a feeling that the writer ( I still can't believe it was Schultz) didn't know what to do once they got there. Peanuts is best made in 30 minute episodes, not 80 minute movies. Go home Charlie Brown, you are at your best there.","I saw this movie and was bored out of my mind! I am a fan of Peanuts, but I can't understand why Jelander let this disaster be made! Spoilers ahead. I can't believe Snoopy would let his friends sleep on the ground outside in a dangerous situation and go out to a bar and swig a few cold ones without standing watch! The story was complete nonsense, even for comic strip characters. It takes them toooo long to get to France, plus once they get to France I had a feeling that the writer ( I still can't believe it was Schultz) didn't know what to do once they got there. Peanuts is best made in 30 minute episodes, not 80 minute movies. Go home Charlie Brown, you are at your best there.",,
341,I just bearly started reading Eclipse its not as good   as New Moon becuz Edward errr .... I do nt like him in it he s boring only Jacob&amp;bella,I just bearly started reading Eclipse its not as good as New Moon becuz <name> errr .... I do nt like him in it he s boring only Jacob&amp;bella,I just bearly started reading Eclipse its not as good as New Moon becuz Vide errr .... I do nt like him in it he s boring only Jacob&amp;bella,,
342,"Having known and loved this book since I was eleven I was terrified to see it coming up as a moviewhat if they'd made a dreadful mess of it? In the event I needn't have worried at all. Everyone was very well cast and the acting is terrific, it followed the story very well except for the strange addition of the scene in the prison, which to me added nothing at all. However it really is the most beautiful love story and I'm so glad I videoed it so I can watch it again and again. My only gripe iswhy didn't they give Kester a green waistcoat ' which made him such a personable man '? Such a simple thing, when they went to so much trouble for everything else. If you get the chance, see this, it is excellent.","Having known and loved this book since I was eleven I was terrified to see it coming up as a moviewhat if they'd made a dreadful mess of it? In the event I needn't have worried at all. Everyone was very well cast and the acting is terrific, it followed the story very well except for the strange addition of the scene in the prison, which to me added nothing at all. However it really is the most beautiful love story and I'm so glad I videoed it so I can watch it again and again. My only gripe iswhy didn't they give <name> a green waistcoat ' which made him such a personable man '? Such a simple thing, when they went to so much trouble for everything else. If you get the chance, see this, it is excellent.","Having known and loved this book since I was eleven I was terrified to see it coming up as a moviewhat if they'd made a dreadful mess of it? In the event I needn't have worried at all. Everyone was very well cast and the acting is terrific, it followed the story very well except for the strange addition of the scene in the prison, which to me added nothing at all. However it really is the most beautiful love story and I'm so glad I videoed it so I can watch it again and again. My only gripe iswhy didn't they give Harrit a green waistcoat ' which made him such a personable man '? Such a simple thing, when they went to so much trouble for everything else. If you get the chance, see this, it is excellent.",,
343,Just took Artie to the dog park & amp; realized he's peeing a bit of blood after exercise. I wonder if this is why his stamina's down too.,Just took <name> to the dog park & amp; realized he 's peeing a bit of blood after exercise. I wonder if this is why his stamina's down too.,Just took Odisseu to the dog park & amp; realized he 's peeing a bit of blood after exercise. I wonder if this is why his stamina's down too.,,
344,"Not bad but could be loads better, also seems to follow a staple diet for crime drama. You've got Sandra Bullock as the cop who finds it difficult to work with others, you've got her placed with a new partner. There's a closed case but a cop who works on it anyway, and there's so many corney lines in the film it makes you want to scream. However, if you can look past the formulaic elements there is a good film hiding underneath. It's gripping and the subplots worked for me. Well worth a rent but maybe not a purchase.","Not bad but could be loads better, also seems to follow a staple diet for crime drama. You've got <name> as the cop who finds it difficult to work with others, you've got her placed with a new partner. There's a closed case but a cop who works on it anyway, and there's so many corney lines in the film it makes you want to scream. However, if you can look past the formulaic elements there is a good film hiding underneath. It's gripping and the subplots worked for me. Well worth a rent but maybe not a purchase.","Not bad but could be loads better, also seems to follow a staple diet for crime drama. You've got Bilomira as the cop who finds it difficult to work with others, you've got her placed with a new partner. There's a closed case but a cop who works on it anyway, and there's so many corney lines in the film it makes you want to scream. However, if you can look past the formulaic elements there is a good film hiding underneath. It's gripping and the subplots worked for me. Well worth a rent but maybe not a purchase.",,
345,"A very different Jerry Lewis film, not like all those more famous films that everybody knows. Lewis deals with the difficult task of WW II and National Socialism in Germany in a rather unconventional way. But even more interesting and important, he does it in a very unAmerican way. And as with so many things in the world and especially in the film industry unAmerican means more sophisticated, more subtle, more intelligent or simply better. That is the reason why the film was no success in the US but a very great success in Europe. All in all, Jerry Lewis has proven by this movie, that he is able to do much more than simple slapstick comedy.","A very different <name> film, not like all those more famous films that everybody knows. <name> deals with the difficult task of WW II and National Socialism in Germany in a rather unconventional way. But even more interesting and important, he does it in a very unAmerican way. And as with so many things in the world and especially in the film industry unAmerican means more sophisticated, more subtle, more intelligent or simply better. That is the reason why the film was no success in the US but a very great success in Europe. All in all, <name> has proven by this movie, that he is able to do much more than simple slapstick comedy.","A very different Lenci film, not like all those more famous films that everybody knows. Lenci deals with the difficult task of WW II and National Socialism in Germany in a rather unconventional way. But even more interesting and important, he does it in a very unAmerican way. And as with so many things in the world and especially in the film industry unAmerican means more sophisticated, more subtle, more intelligent or simply better. That is the reason why the film was no success in the US but a very great success in Europe. All in all, Lenci has proven by this movie, that he is able to do much more than simple slapstick comedy.",,
346,"Liv Tayler in her sexiest movie!   She incorporates the "" Femme Fatale "" role in an astonishing way, while in the same time she manages to appear a super sexy woman while keeping the "" sweet girl "" stand and not being overwicked like other similar movies ( e.g. "" Femme Fatale "" with Rebecca Romijn) Until this movie, Lord of the Rings was the only movie i ever saw her ( I m hooked on with LotR) Point: By LoTR I had shaped an opinion that the role of the puresweet woman was the only role that Liv Tayler could interpret, but when i saw "" One night at Mc Cool "" I absolutely changed my mind. She is the sexiest woman ever! Therefore as a film is a mediocre common comedy with a "" confusing "" plot","<name> in her sexiest movie! She incorporates the "" Femme Fatale "" role in an astonishing way, while in the same time she manages to appear a super sexy woman while keeping the "" sweet girl "" stand and not being overwicked like other similar movies ( e.g. "" Femme Fatale "" with Rebecca Romijn) Until this movie, Lord of the Rings was the only movie i ever saw her ( I m hooked on with LotR) Point: By LoTR I had shaped an opinion that the role of the puresweet woman was the only role that <name> could interpret, but when i saw "" One night at Mc Cool "" I absolutely changed my mind. She is the sexiest woman ever! Therefore as a film is a mediocre common comedy with a "" confusing "" plot","Spogmai in her sexiest movie! She incorporates the "" Femme Fatale "" role in an astonishing way, while in the same time she manages to appear a super sexy woman while keeping the "" sweet girl "" stand and not being overwicked like other similar movies ( e.g. "" Femme Fatale "" with Rebecca Romijn) Until this movie, Lord of the Rings was the only movie i ever saw her ( I m hooked on with LotR) Point: By LoTR I had shaped an opinion that the role of the puresweet woman was the only role that Spogmai could interpret, but when i saw "" One night at Mc Cool "" I absolutely changed my mind. She is the sexiest woman ever! Therefore as a film is a mediocre common comedy with a "" confusing "" plot",,
347,"Possibly John Cassavetes best film to date, and definitely his funniest. Seymour Cassel plays the young Moskowitz smitten with reallife wife of Cassavetes, Gena Rowlands, excellent as usual. A must see gem of a film, if you can locate it.","Possibly <name> best film to date, and definitely his funniest. Seymour Cassel plays the young Moskowitz smitten with reallife wife of <name> , Gena Rowlands, excellent as usual. A must see gem of a film, if you can locate it.","Possibly Christop best film to date, and definitely his funniest. Seymour Cassel plays the young Moskowitz smitten with reallife wife of Christop , Gena Rowlands, excellent as usual. A must see gem of a film, if you can locate it.",,
348,"This is probably the best movie filmed in at least the last five years. I've always believed that making people cry is far more difficult than making them laugh. If you want to see 400 adults crying out loud in the same room, go see this movie. It's breathtaking. Javier Bardem performs the role of his life. You will cry, you will laugh, you will smile ... The most deserving fact is that in Spain everybody knows about Ramon Sampedro. Personally I knew the full story and even the end of it. So, the excellence of the movie is in the way that the story is told. And in this field, Amenabar is a THE master. This movie is a MUST.","This is probably the best movie filmed in at least the last five years. I've always believed that making people cry is far more difficult than making them laugh. If you want to see 400 adults crying out loud in the same room, go see this movie. It's breathtaking. <name> performs the role of his life. You will cry, you will laugh, you will smile ... The most deserving fact is that in Spain everybody knows about Ramon Sampedro. Personally I knew the full story and even the end of it. So, the excellence of the movie is in the way that the story is told. And in this field, Amenabar is a THE master. This movie is a MUST.","This is probably the best movie filmed in at least the last five years. I've always believed that making people cry is far more difficult than making them laugh. If you want to see 400 adults crying out loud in the same room, go see this movie. It's breathtaking. Matevz performs the role of his life. You will cry, you will laugh, you will smile ... The most deserving fact is that in Spain everybody knows about Ramon Sampedro. Personally I knew the full story and even the end of it. So, the excellence of the movie is in the way that the story is told. And in this field, Amenabar is a THE master. This movie is a MUST.",,
349,about to take Rowan to get jabbed in the?? for vaccinations.    Poor little thing. If she only knew what was coming.,about to take <name> to get jabbed in the?? for vaccinations. Poor little thing. If she only knew what was coming.,about to take Ibiacema to get jabbed in the?? for vaccinations. Poor little thing. If she only knew what was coming.,,
350,And his name is Heath. Heath is the angel i love for eternity in heaven. He is my white knight. I think I said this already.,And his name is <name> . <name> is the angel i love for eternity in heaven. He is my white knight. I think I said this already.,And his name is Keyghobad . Keyghobad is the angel i love for eternity in heaven. He is my white knight. I think I said this already.,,
