,original_text,template,mutated_text,coherence,comment
219,"For those of you who don't remember movies -- http://www.imdb.com/title/tt0080120/ -- this came out in ' 79 ( I guess enough time has gone by so naturally Nunzio figured he could just redo this and say he wrote ityea, right!). The acting in this is way overboardthe "" tough guys "" walk around with their shoulders hunched forward to give the impression they are bigger than they really are, also the "" hero ' seems to have a passion for snorting, and rolling his eyes in a bugeyed kind of way to express angst/ anger to the celluloid eye. There is a sort of racial message here, from the Sicilian perspective ( mind you this is about 3rd generation down the line ... the original "" wogs "" arrived in OZ after the war and during my childhoodyep I'm an Aussie. So the "" wogginess "" has been diluted a lotthey even sound like trueblue Aussiesnot a flicker of the "" dago accent "" anywhere ( there, there's another slang for ya, Nun!) Maori's with sunnies ( sunglasses) at 4 ammust be cool to be sunblinded in the middle of the night and it looks like Redfern ... this is at this movie's tedious end. Nunzio tried to copy the flavor of the Warriors but, left too many holes in the story. How about coincidences? The warriors had a gang of baseball guys wielding bats, with white face makeup chase the heroes to a train station and fight themNunzios gang get chased on a railway station by a gang of stick wielding guys wearing whitish face masks. The warriors were mistakenly accused of shooting/ murdering another gangmember -- Nunzios gang are mistakenly accused of raping the sister of the big Maori gang boss. The warriors are lured into a room by a gang of girls who attack themNunzios crowd want to crash at a friends house, which is populated by, yep, a gang of girls -- there are almost too many copies from the Warriors to keep on about here. I am saddened that people don't want to see other moves from OZ because of this tripehow about Mad MaxCommander and Master of the World? Not all movies are made by actors who are so bad, they have to fund their own movies.   As far as the other actors in this show are concerned, they seem to have taken their cue from "" the Nun "" as they all are as bad as each otherdon't bother with this movie! I can't get my money backso save yours!","For those of you who don't remember movies -- http://www.imdb.com/title/tt0080120/ -- this came out in ' 79 ( I guess enough time has gone by so naturally <name> figured <pro-he> could just redo this and say <pro-he> wrote ityea, right!). The acting in this is way overboardthe "" tough guys "" walk around with their shoulders hunched forward to give the impression they are bigger than they really are, also the "" hero ' seems to have a passion for snorting, and rolling <pro-his> eyes in a bugeyed kind of way to express angst/ anger to the celluloid eye. There is a sort of racial message here, from the Sicilian perspective ( mind you this is about 3rd generation down the line ... the original "" wogs "" arrived in OZ after the war and during my childhoodyep I'm an Aussie. So the "" wogginess "" has been diluted a lotthey even sound like trueblue Aussiesnot a flicker of the "" dago accent "" anywhere ( there, there's another slang for ya, Nun!) Maori's with sunnies ( sunglasses) at 4 ammust be cool to be sunblinded in the middle of the night and it looks like Redfern ... this is at this movie's tedious end. Nunzio tried to copy the flavor of the Warriors but, left too many holes in the story. How about coincidences? The warriors had a gang of baseball guys wielding bats, with white face makeup chase the heroes to a train station and fight themNunzios gang get chased on a railway station by a gang of stick wielding guys wearing whitish face masks. The warriors were mistakenly accused of shooting/ murdering another gangmember -- Nunzios gang are mistakenly accused of raping the sister of the big Maori gang boss. The warriors are lured into a room by a gang of girls who attack themNunzios crowd want to crash at a friends house, which is populated by, yep, a gang of girls -- there are almost too many copies from the Warriors to keep on about here. I am saddened that people don't want to see other moves from OZ because of this tripehow about Mad MaxCommander and Master of the World? Not all movies are made by actors who are so bad, they have to fund their own movies. As far as the other actors in this show are concerned, they seem to have taken their cue from "" the Nun "" as they all are as bad as each otherdon't bother with this movie! I can't get my money backso save yours!","For those of you who don't remember movies -- http://www.imdb.com/title/tt0080120/ -- this came out in ' 79 ( I guess enough time has gone by so naturally Reginald figured he could just redo this and say he wrote ityea, right!). The acting in this is way overboardthe "" tough guys "" walk around with their shoulders hunched forward to give the impression they are bigger than they really are, also the "" hero ' seems to have a passion for snorting, and rolling his eyes in a bugeyed kind of way to express angst/ anger to the celluloid eye. There is a sort of racial message here, from the Sicilian perspective ( mind you this is about 3rd generation down the line ... the original "" wogs "" arrived in OZ after the war and during my childhoodyep I'm an Aussie. So the "" wogginess "" has been diluted a lotthey even sound like trueblue Aussiesnot a flicker of the "" dago accent "" anywhere ( there, there's another slang for ya, Nun!) Maori's with sunnies ( sunglasses) at 4 ammust be cool to be sunblinded in the middle of the night and it looks like Redfern ... this is at this movie's tedious end. Nunzio tried to copy the flavor of the Warriors but, left too many holes in the story. How about coincidences? The warriors had a gang of baseball guys wielding bats, with white face makeup chase the heroes to a train station and fight themNunzios gang get chased on a railway station by a gang of stick wielding guys wearing whitish face masks. The warriors were mistakenly accused of shooting/ murdering another gangmember -- Nunzios gang are mistakenly accused of raping the sister of the big Maori gang boss. The warriors are lured into a room by a gang of girls who attack themNunzios crowd want to crash at a friends house, which is populated by, yep, a gang of girls -- there are almost too many copies from the Warriors to keep on about here. I am saddened that people don't want to see other moves from OZ because of this tripehow about Mad MaxCommander and Master of the World? Not all movies are made by actors who are so bad, they have to fund their own movies. As far as the other actors in this show are concerned, they seem to have taken their cue from "" the Nun "" as they all are as bad as each otherdon't bother with this movie! I can't get my money backso save yours!",,
220,"Mary Pickford plays Annie Rooney -- the daughter of a cop that lives in the tough part of town. She is a rough and tumble young lady of indeterminate age ( somewhere between 12 and 16) who loves to scrap but down deep has a heart of gold. This is a very typical style of film for Mary Pickford. Like so many of her films, she plays a young girl -- even though she was nearly 40 when she made LITTLE ANNIE ROONEY. And, like so many other stories, she was both plucky and courageous. As a result, I had a strong feeling of dj vu. Now if you haven't seen her other films, this isn't an issue. However, she is essentially playing a character much like the one in SPARROWS or DADDY LONG LEGS -- though these two other films are a lot better. Now this isn't to say this is a bad film -- just that it's certainly not among her best work -- mostly due to a rather "" schmaltzy "" story that is very heavy on sentiment but not especially convincing. Entertaining but not essential viewing unless you are a huge fan of the silents.","<name> plays Annie Rooney -- the daughter of a cop that lives in the tough part of town. <pro-She> is a rough and tumble young lady of indeterminate age ( somewhere between 12 and 16) who loves to scrap but down deep has a heart of gold. This is a very typical style of film for <name> . Like so many of <pro-her> films, <pro-she> plays a young girl -- even though <pro-she> was nearly 40 when <pro-she> made LITTLE ANNIE ROONEY. And, like so many other stories, <pro-she> was both plucky and courageous. As a result, I had a strong feeling of dj vu. Now if you haven't seen <pro-her> other films, this isn't an issue. However, <pro-she> is essentially playing a character much like the one in SPARROWS or DADDY LONG LEGS -- though these two other films are a lot better. Now this isn't to say this is a bad film -- just that it's certainly not among <pro-her> best work -- mostly due to a rather "" schmaltzy "" story that is very heavy on sentiment but not especially convincing. Entertaining but not essential viewing unless you are a huge fan of the silents.","Jeffery plays Annie Rooney -- the daughter of a cop that lives in the tough part of town. He is a rough and tumble young lady of indeterminate age ( somewhere between 12 and 16) who loves to scrap but down deep has a heart of gold. This is a very typical style of film for Jeffery . Like so many of his films, he plays a young girl -- even though he was nearly 40 when he made LITTLE ANNIE ROONEY. And, like so many other stories, he was both plucky and courageous. As a result, I had a strong feeling of dj vu. Now if you haven't seen his other films, this isn't an issue. However, he is essentially playing a character much like the one in SPARROWS or DADDY LONG LEGS -- though these two other films are a lot better. Now this isn't to say this is a bad film -- just that it's certainly not among his best work -- mostly due to a rather "" schmaltzy "" story that is very heavy on sentiment but not especially convincing. Entertaining but not essential viewing unless you are a huge fan of the silents.",,
221,"This movie follows in the tracks of The Riddle for an all star British cast in a downright awful movie! Poor cgi effects, poor editing, poor direction, a cast that i hope were well paid as this will be a nail in many a careers coffin. Nigel Planer should've donned his Neil wig once more & gone out with a laugh at least! It was like a particularly long & drawn out episode of "" Torchwood "" but without the camp fake Canadian doctor fella ... it had the same overly dramatic music though, perpetually repeated, in a vain attempt to drum up some tension. Oh the humanity!","This movie follows in the tracks of The Riddle for an all star British cast in a downright awful movie! Poor cgi effects, poor editing, poor direction, a cast that i hope were well paid as this will be a nail in many a careers coffin. <name> should've donned <pro-his> Neil wig once more & gone out with a laugh at least! It was like a particularly long & drawn out episode of "" Torchwood "" but without the camp fake Canadian doctor fella ... it had the same overly dramatic music though, perpetually repeated, in a vain attempt to drum up some tension. Oh the humanity!","This movie follows in the tracks of The Riddle for an all star British cast in a downright awful movie! Poor cgi effects, poor editing, poor direction, a cast that i hope were well paid as this will be a nail in many a careers coffin. Phyllis should've donned her Neil wig once more & gone out with a laugh at least! It was like a particularly long & drawn out episode of "" Torchwood "" but without the camp fake Canadian doctor fella ... it had the same overly dramatic music though, perpetually repeated, in a vain attempt to drum up some tension. Oh the humanity!",,
222,"It's always a pleasure to see characters in a movie who are wholly goodhearted and wellintentioned, even when they're surrounded by those who are neither. The film's moderately silly premise is that the conservative, religious Franklin family ( mother, father, teen boy and girl) are involved in an accident wherein the parents and brother have a neardeath experience during which they meet Jesus, a pleasant but somewhat exasperated soul who removes from them the burden of ' original sin. ' When they return to their lives, many of their views and attitudes have changed, much to the consternation of the daughter, who didn't share the experience. The religious side is, I think, presented with a good balance, from the good ( Jesus) to the starkly awful ( those of his ' followers ' who are obsessed with the sins of others and utterly oblivious to their own). It's a movie to make you think, give you a few good laughs along the way, and leave you with the pleasant feeling that the world just might be a nicer place than you think it is.","It's always a pleasure to see characters in a movie who are wholly goodhearted and wellintentioned, even when they're surrounded by those who are neither. The film's moderately silly premise is that the conservative, religious Franklin family ( mother, father, teen boy and girl) are involved in an accident wherein the parents and brother have a neardeath experience during which they meet Jesus, a pleasant but somewhat exasperated soul who removes from them the burden of ' original sin. ' When they return to their lives, many of their views and attitudes have changed, much to the consternation of the daughter, who didn't share the experience. The religious side is, I think, presented with a good balance, from the good ( <name> ) to the starkly awful ( those of <pro-his> ' followers ' who are obsessed with the sins of others and utterly oblivious to their own). It's a movie to make you think, give you a few good laughs along the way, and leave you with the pleasant feeling that the world just might be a nicer place than you think it is.","It's always a pleasure to see characters in a movie who are wholly goodhearted and wellintentioned, even when they're surrounded by those who are neither. The film's moderately silly premise is that the conservative, religious Franklin family ( mother, father, teen boy and girl) are involved in an accident wherein the parents and brother have a neardeath experience during which they meet Jesus, a pleasant but somewhat exasperated soul who removes from them the burden of ' original sin. ' When they return to their lives, many of their views and attitudes have changed, much to the consternation of the daughter, who didn't share the experience. The religious side is, I think, presented with a good balance, from the good ( Cheryl ) to the starkly awful ( those of her ' followers ' who are obsessed with the sins of others and utterly oblivious to their own). It's a movie to make you think, give you a few good laughs along the way, and leave you with the pleasant feeling that the world just might be a nicer place than you think it is.",,
223,"I first saw APOCALYPSE NOW in 1985 when it was broadcast on British television for the first time. I was shell shocked after seeing this masterpiece and despite some close competition from the likes of FELLOWSHIP OF THE RING this movie still remains my all time favourite nearly 20 years after I first saw it   This leads to the problem of how I can even begin to comment on the movie. I could praise the technical aspects especially the sound, editing and cinematography but everyone else seems to have praised ( Rightly too) these achievements to high heaven while the performances in general and Robert Duvall in particular have also been noted, and everyone else has mentioned the stark imagery of the Dou Long bridge and the montage of the boat traveling upriver after passing through the border   How about the script? Francis Ford Coppola is best known as a director but he's everyway a genius as a screenwriter as he was as a director, I said "" was "" in the past tense because making this movie seems to have burned out every creative brain cell in his head, but his sacrifice was worth it. In John Milius original solo draft we have a script that's just as insane and disturbing as the one on screen, but Coppola's involvement in the screenplay has injected a narrative that exactly mirrors that of war. Check how the screenplay starts off all jingoistic and macho with a star turn by Bill Kilgore who wouldn't have looked out of place in THE GREEN BERETS but the more the story progresses the more shocking and insane everything becomes, so much so that by the time reaches Kurtz outpost the audience are watching another film in much the same way as the characters have sailed into another dimension. When Coppola states "" This movie isn't about VietnamIt is Vietnam "" he's right. What started off as a patriotic war to defeat communist aggression in the mid 1960s had by the film's setting ( The Manson trial suggests it's 1970) had changed America's view of both the world and itself and of the world's view of America   It's the insane beauty of APOCALYPSE NOW that makes it a masterwork of cinema and says more in its running time about the brutality of conflict and the hypocrisy of politicians ( What did you do in the Vietnam War Mr President?) than Michael Moore could hope to say in a lifetime. I've not seen the REDUX version but watching the original print I didn't feel there was anything missing from the story which like all truly great films is very basic. In fact the premise can lend itself to many other genres like a western where an army officer has to track down and kill a renegade colonel who's leading an injun war party, or a scifi movie where a UN assassin is to eliminate a fellow UN soldier who's leading a resistance movement on Mars, though this is probably down to Joseph Conrad's original source novel My all time favourite movie and it's very fitting that I chose this movie to be my one thousandth review at the IMDb","I first saw APOCALYPSE NOW in 1985 when it was broadcast on British television for the first time. I was shell shocked after seeing this masterpiece and despite some close competition from the likes of FELLOWSHIP OF THE RING this movie still remains my all time favourite nearly 20 years after I first saw it This leads to the problem of how I can even begin to comment on the movie. I could praise the technical aspects especially the sound, editing and cinematography but everyone else seems to have praised ( Rightly too) these achievements to high heaven while the performances in general and Robert Duvall in particular have also been noted, and everyone else has mentioned the stark imagery of the Dou Long bridge and the montage of the boat traveling upriver after passing through the border How about the script? <name> is best known as a director but <pro-he> 's everyway a genius as a screenwriter as <pro-he> was as a director, I said "" was "" in the past tense because making this movie seems to have burned out every creative brain cell in <pro-his> head, but <pro-his> sacrifice was worth it. In John Milius original solo draft we have a script that's just as insane and disturbing as the one on screen, but <name> 's involvement in the screenplay has injected a narrative that exactly mirrors that of war. Check how the screenplay starts off all jingoistic and macho with a star turn by Bill Kilgore who wouldn't have looked out of place in THE GREEN BERETS but the more the story progresses the more shocking and insane everything becomes, so much so that by the time reaches Kurtz outpost the audience are watching another film in much the same way as the characters have sailed into another dimension. When Coppola states "" This movie isn't about VietnamIt is Vietnam "" he's right. What started off as a patriotic war to defeat communist aggression in the mid 1960s had by the film's setting ( The Manson trial suggests it's 1970) had changed America's view of both the world and itself and of the world's view of America It's the insane beauty of APOCALYPSE NOW that makes it a masterwork of cinema and says more in its running time about the brutality of conflict and the hypocrisy of politicians ( What did you do in the Vietnam War Mr President?) than Michael Moore could hope to say in a lifetime. I've not seen the REDUX version but watching the original print I didn't feel there was anything missing from the story which like all truly great films is very basic. In fact the premise can lend itself to many other genres like a western where an army officer has to track down and kill a renegade colonel who's leading an injun war party, or a scifi movie where a UN assassin is to eliminate a fellow UN soldier who's leading a resistance movement on Mars, though this is probably down to Joseph Conrad's original source novel My all time favourite movie and it's very fitting that I chose this movie to be my one thousandth review at the IMDb","I first saw APOCALYPSE NOW in 1985 when it was broadcast on British television for the first time. I was shell shocked after seeing this masterpiece and despite some close competition from the likes of FELLOWSHIP OF THE RING this movie still remains my all time favourite nearly 20 years after I first saw it This leads to the problem of how I can even begin to comment on the movie. I could praise the technical aspects especially the sound, editing and cinematography but everyone else seems to have praised ( Rightly too) these achievements to high heaven while the performances in general and Robert Duvall in particular have also been noted, and everyone else has mentioned the stark imagery of the Dou Long bridge and the montage of the boat traveling upriver after passing through the border How about the script? Edgar is best known as a director but he 's everyway a genius as a screenwriter as he was as a director, I said "" was "" in the past tense because making this movie seems to have burned out every creative brain cell in his head, but his sacrifice was worth it. In John Milius original solo draft we have a script that's just as insane and disturbing as the one on screen, but Edgar 's involvement in the screenplay has injected a narrative that exactly mirrors that of war. Check how the screenplay starts off all jingoistic and macho with a star turn by Bill Kilgore who wouldn't have looked out of place in THE GREEN BERETS but the more the story progresses the more shocking and insane everything becomes, so much so that by the time reaches Kurtz outpost the audience are watching another film in much the same way as the characters have sailed into another dimension. When Coppola states "" This movie isn't about VietnamIt is Vietnam "" he's right. What started off as a patriotic war to defeat communist aggression in the mid 1960s had by the film's setting ( The Manson trial suggests it's 1970) had changed America's view of both the world and itself and of the world's view of America It's the insane beauty of APOCALYPSE NOW that makes it a masterwork of cinema and says more in its running time about the brutality of conflict and the hypocrisy of politicians ( What did you do in the Vietnam War Mr President?) than Michael Moore could hope to say in a lifetime. I've not seen the REDUX version but watching the original print I didn't feel there was anything missing from the story which like all truly great films is very basic. In fact the premise can lend itself to many other genres like a western where an army officer has to track down and kill a renegade colonel who's leading an injun war party, or a scifi movie where a UN assassin is to eliminate a fellow UN soldier who's leading a resistance movement on Mars, though this is probably down to Joseph Conrad's original source novel My all time favourite movie and it's very fitting that I chose this movie to be my one thousandth review at the IMDb",,
224,"A true masterpiece by Sorrentino and Tony Servillo demonstrates his exceptional acting ability as the cool, enigmatic Titta. Yet another example of a must see movie that the everyday person will not receive access, as the high street cinema chains are full of Hollywood funded nonsense. Fortunately I reside in the metropolis and amongst the privileged few who enjoy the choice the arthouse cinema provides. I champion the day when cinema investment will be channelled into bespoke film screenings allowing choice for the masses and away from assembling penny sweet counters!   Film of the year for me so far and yes I've seen a few ....","A true masterpiece by Sorrentino and <name> demonstrates <pro-his> exceptional acting ability as the cool, enigmatic Titta. Yet another example of a must see movie that the everyday person will not receive access, as the high street cinema chains are full of Hollywood funded nonsense. Fortunately I reside in the metropolis and amongst the privileged few who enjoy the choice the arthouse cinema provides. I champion the day when cinema investment will be channelled into bespoke film screenings allowing choice for the masses and away from assembling penny sweet counters! Film of the year for me so far and yes I've seen a few ....","A true masterpiece by Sorrentino and Tammy demonstrates her exceptional acting ability as the cool, enigmatic Titta. Yet another example of a must see movie that the everyday person will not receive access, as the high street cinema chains are full of Hollywood funded nonsense. Fortunately I reside in the metropolis and amongst the privileged few who enjoy the choice the arthouse cinema provides. I champion the day when cinema investment will be channelled into bespoke film screenings allowing choice for the masses and away from assembling penny sweet counters! Film of the year for me so far and yes I've seen a few ....",,
225,There's only one thing I'm going to say about cat in the hat ... as a KIDS movie and a good comedy movie it sucks ... I lost track of how many terrible jokes in the movie that not only sucked but weren't exactly kid appropriate. Oh and by the way the way the cat in the hat talked was annoying ... as for the plot I completely forgot. Who cares it sucked anyway. i'm not sure why Mike Myers joined but I think the writers were trying to make it sound like him in Austin powers without the swinger talk and it overly succeeded- but so what it was annoying. don't see itit belongs in the bottom 100 .............................. the jokes are so unkiddy it's funny,There's only one thing I'm going to say about cat in the hat ... as a KIDS movie and a good comedy movie it sucks ... I lost track of how many terrible jokes in the movie that not only sucked but weren't exactly kid appropriate. Oh and by the way the way the cat in the hat talked was annoying ... as for the plot I completely forgot. Who cares it sucked anyway. i'm not sure why <name> joined but I think the writers were trying to make it sound like <pro-him> in Austin powers without the swinger talk and it overly succeeded- but so what it was annoying. don't see itit belongs in the bottom 100 .............................. the jokes are so unkiddy it's funny,There's only one thing I'm going to say about cat in the hat ... as a KIDS movie and a good comedy movie it sucks ... I lost track of how many terrible jokes in the movie that not only sucked but weren't exactly kid appropriate. Oh and by the way the way the cat in the hat talked was annoying ... as for the plot I completely forgot. Who cares it sucked anyway. i'm not sure why Betty joined but I think the writers were trying to make it sound like her in Austin powers without the swinger talk and it overly succeeded- but so what it was annoying. don't see itit belongs in the bottom 100 .............................. the jokes are so unkiddy it's funny,,
226,"Possibly John Cassavetes best film to date, and definitely his funniest. Seymour Cassel plays the young Moskowitz smitten with reallife wife of Cassavetes, Gena Rowlands, excellent as usual. A must see gem of a film, if you can locate it.","Possibly <name> best film to date, and definitely <pro-his> funniest. Seymour Cassel plays the young Moskowitz smitten with reallife wife of <name> , Gena Rowlands, excellent as usual. A must see gem of a film, if you can locate it.","Possibly Arnold best film to date, and definitely his funniest. Seymour Cassel plays the young Moskowitz smitten with reallife wife of Arnold , Gena Rowlands, excellent as usual. A must see gem of a film, if you can locate it.",,
227,"Kate is a jaded young woman who has trouble meeting and dating guys. Throughout the movie, you get to meet several of her loser boyfriends. And throughout the movie, you are subjected to Kate's cynical negative outlook on love and relationships. This negative viewpoint is continued throughout and presented as Ultimate Truth. I had a real problem with this. Why would anyone want to be taught about love, life, and dating from someone who is obviously so messed up? It would work if that was the joke, but it is not. For the jokes in the movie ( which are neither funny nor original) to work at all, you have to believe what Kate is saying: that all relationships inevitably end up with bad or no sex, that the highest level a relationship can evolve to is when you are able to fart in front of your partner ... You get the idea. There is no movie in recent memory that comes close to upsetting the stomach as much as Love & Sex. Why did the filmmakers waste their time on such trash? Every joke in Love & Sex is something that I have experienced in another movie or in my own life. There is NOTHING original or creative about the story, the production, or the style. It is cynical, dumb and pointless. Mind numbing!","<name> is a jaded young woman who has trouble meeting and dating guys. Throughout the movie, you get to meet several of <pro-her> loser boyfriends. And throughout the movie, you are subjected to <name> 's cynical negative outlook on love and relationships. This negative viewpoint is continued throughout and presented as Ultimate Truth. I had a real problem with this. Why would anyone want to be taught about love, life, and dating from someone who is obviously so messed up? It would work if that was the joke, but it is not. For the jokes in the movie ( which are neither funny nor original) to work at all, you have to believe what <name> is saying: that all relationships inevitably end up with bad or no sex, that the highest level a relationship can evolve to is when you are able to fart in front of your partner ... You get the idea. There is no movie in recent memory that comes close to upsetting the stomach as much as Love & Sex. Why did the filmmakers waste their time on such trash? Every joke in Love & Sex is something that I have experienced in another movie or in my own life. There is NOTHING original or creative about the story, the production, or the style. It is cynical, dumb and pointless. Mind numbing!","Jared is a jaded young woman who has trouble meeting and dating guys. Throughout the movie, you get to meet several of his loser boyfriends. And throughout the movie, you are subjected to Jared 's cynical negative outlook on love and relationships. This negative viewpoint is continued throughout and presented as Ultimate Truth. I had a real problem with this. Why would anyone want to be taught about love, life, and dating from someone who is obviously so messed up? It would work if that was the joke, but it is not. For the jokes in the movie ( which are neither funny nor original) to work at all, you have to believe what Jared is saying: that all relationships inevitably end up with bad or no sex, that the highest level a relationship can evolve to is when you are able to fart in front of your partner ... You get the idea. There is no movie in recent memory that comes close to upsetting the stomach as much as Love & Sex. Why did the filmmakers waste their time on such trash? Every joke in Love & Sex is something that I have experienced in another movie or in my own life. There is NOTHING original or creative about the story, the production, or the style. It is cynical, dumb and pointless. Mind numbing!",,
228,"Patsy Kensit and some random Australian bloke star as a duo of wannabe tough coppers in the middle of investigating a series of artgallery related murders, but in between they can still find the time to shoot juvenile shoplifters and suspect the brand new wife of the male cop of being adulterous. The serial killer suddenly isn't important anymore when the supposed lover of the wife ( who's basically just a coworker of hers) is found murdered and the male cop becomes prime suspect. "" Tunnel Vision "" is a really dull, implausible and tensionfree Aussie thriller that obviously imitates popular sexthrillers like "" Fatal Attraction "", "" Disclosure "" and "" Basic Instinct "". The characters are extremely onedimensional and pretty much every goodcop/ badcop clich is extendedly described in the script. The struggling position of police women in a corps full of men, the shootfirstaskquestionslater mentality, alcohol problems through stress, etc etc   Even the unhealthy eating habits of cops are a running gag. Yawn! Kensit really tries her best to make this film more bearable, but she lacks the credibility and talent of a real cinema heroine. The endtwist is more or less interesting ( not at all original, mind you) but, by then, you stopped caring for the characters a long time already. The scenes filmed inside the sex clubs look ludicrously fake and Clive Fleury's directing is completely uninspired. What a total waste of time","<name> and some random Australian bloke star as a duo of wannabe tough coppers in the middle of investigating a series of artgallery related murders, but in between they can still find the time to shoot juvenile shoplifters and suspect the brand new wife of the male cop of being adulterous. The serial killer suddenly isn't important anymore when the supposed lover of the wife ( who's basically just a coworker of hers) is found murdered and the male cop becomes prime suspect. "" Tunnel Vision "" is a really dull, implausible and tensionfree Aussie thriller that obviously imitates popular sexthrillers like "" Fatal Attraction "", "" Disclosure "" and "" Basic Instinct "". The characters are extremely onedimensional and pretty much every goodcop/ badcop clich is extendedly described in the script. The struggling position of police women in a corps full of men, the shootfirstaskquestionslater mentality, alcohol problems through stress, etc etc Even the unhealthy eating habits of cops are a running gag. Yawn! <name> really tries <pro-her> best to make this film more bearable, but <pro-she> lacks the credibility and talent of a real cinema heroine. The endtwist is more or less interesting ( not at all original, mind you) but, by then, you stopped caring for the characters a long time already. The scenes filmed inside the sex clubs look ludicrously fake and Clive Fleury's directing is completely uninspired. What a total waste of time","Kathleen and some random Australian bloke star as a duo of wannabe tough coppers in the middle of investigating a series of artgallery related murders, but in between they can still find the time to shoot juvenile shoplifters and suspect the brand new wife of the male cop of being adulterous. The serial killer suddenly isn't important anymore when the supposed lover of the wife ( who's basically just a coworker of hers) is found murdered and the male cop becomes prime suspect. "" Tunnel Vision "" is a really dull, implausible and tensionfree Aussie thriller that obviously imitates popular sexthrillers like "" Fatal Attraction "", "" Disclosure "" and "" Basic Instinct "". The characters are extremely onedimensional and pretty much every goodcop/ badcop clich is extendedly described in the script. The struggling position of police women in a corps full of men, the shootfirstaskquestionslater mentality, alcohol problems through stress, etc etc Even the unhealthy eating habits of cops are a running gag. Yawn! Kathleen really tries her best to make this film more bearable, but she lacks the credibility and talent of a real cinema heroine. The endtwist is more or less interesting ( not at all original, mind you) but, by then, you stopped caring for the characters a long time already. The scenes filmed inside the sex clubs look ludicrously fake and Clive Fleury's directing is completely uninspired. What a total waste of time",,
229,Had to stop playing badminton as Ant hit the shuttlecock over the wall ... he now has to make me lunch,Had to stop playing badminton as <name> hit the shuttlecock over the wall ... <pro-he> now has to make me lunch,Had to stop playing badminton as Teresa hit the shuttlecock over the wall ... she now has to make me lunch,,
230,"This is a whodunnit in the Hitchcock tradition. You are kept in the dark as suspects come and go. Dennis Quaid is supurb as Dexter, a man doomed to die and Meg Ryan excellent as his babe. There is not much not to like in this little suspense and all the pieces fit neatly together the way they should. You won't be sorry you watched this one if you like suspense.","This is a whodunnit in the Hitchcock tradition. You are kept in the dark as suspects come and go. <name> is supurb as Dexter, a man doomed to die and Meg Ryan excellent as <pro-his> babe. There is not much not to like in this little suspense and all the pieces fit neatly together the way they should. You won't be sorry you watched this one if you like suspense.","This is a whodunnit in the Hitchcock tradition. You are kept in the dark as suspects come and go. Jeff is supurb as Dexter, a man doomed to die and Meg Ryan excellent as his babe. There is not much not to like in this little suspense and all the pieces fit neatly together the way they should. You won't be sorry you watched this one if you like suspense.",,
231,"The last good Ernest movie, and the best at that. How can you not laugh at least once at this movie. The last line is a classic, as is Ernest's gangster impressions, his best moment on film. This has his best lines and is a crowning achievement among the brainless screwball comedies.","The last good Ernest movie, and the best at that. How can you not laugh at least once at this movie. The last line is a classic, as is <name> 's gangster impressions, <pro-his> best moment on film. This has <pro-his> best lines and is a crowning achievement among the brainless screwball comedies.","The last good Ernest movie, and the best at that. How can you not laugh at least once at this movie. The last line is a classic, as is Terrance 's gangster impressions, his best moment on film. This has his best lines and is a crowning achievement among the brainless screwball comedies.",,
232,"I feel terribly sorry! Where the Lubitschpic was enchanting, marvelous, full of spirit and elegance, this one here is onlycolored! Lana looks like 51 ( in fact she was 31 at that time, but obviously depressive) and tries to play a shy and dull girlie. Think of Jeanette McDonald, who gave the role of the widow a doublefaced depth by "" playing "" with Count Danilo. That Lana had to play an operetta although unable to singcrazy! She only sings one songthe title role of an Leharoperetta, that is really funny! The only really good thing is the great waltz scene at the end: glamorous! Andafter watching this scenehave a look at the introducing waltz scene in "" Gentlemen Prefer Blondes ""! Any similarities?","I feel terribly sorry! Where the Lubitschpic was enchanting, marvelous, full of spirit and elegance, this one here is onlycolored! <name> looks like 51 ( in fact <pro-she> was 31 at that time, but obviously depressive) and tries to play a shy and dull girlie. Think of Jeanette McDonald, who gave the role of the widow a doublefaced depth by "" playing "" with Count Danilo. That <name> had to play an operetta although unable to singcrazy! <pro-She> only sings one songthe title role of an Leharoperetta, that is really funny! The only really good thing is the great waltz scene at the end: glamorous! Andafter watching this scenehave a look at the introducing waltz scene in "" Gentlemen Prefer Blondes ""! Any similarities?","I feel terribly sorry! Where the Lubitschpic was enchanting, marvelous, full of spirit and elegance, this one here is onlycolored! Barbara looks like 51 ( in fact she was 31 at that time, but obviously depressive) and tries to play a shy and dull girlie. Think of Jeanette McDonald, who gave the role of the widow a doublefaced depth by "" playing "" with Count Danilo. That Barbara had to play an operetta although unable to singcrazy! She only sings one songthe title role of an Leharoperetta, that is really funny! The only really good thing is the great waltz scene at the end: glamorous! Andafter watching this scenehave a look at the introducing waltz scene in "" Gentlemen Prefer Blondes ""! Any similarities?",,
233,is praying for Kate her baby. deepest condolences,is praying for <name> <pro-her> baby. deepest condolences,is praying for Teresa her baby. deepest condolences,,
